chr10:100015109-100015443 LOXL4
chr9:111470022-111470336 AKAP2
chr9:111863834-111864138 AKAP2
chr9:111870017-111870719 AKAP2
chr9:113205490-113209552 KIAA0368
chr9:113373113-113373704 ZNF483
chr9:113942164-113942478 SUSD1
chr9:114304467-114304557 KIAA1958
chr9:115841995-115842212 ZNF618
chr9:118241286-118241599 ASTN2
chr9:119084709-119085035 ASTN2
chr9:121052110-121052229 DBC1
chr9:122296846-122299551 CDK5RAP2
chr9:122436538-122436672 MEGF9
chr9:122892137-122892276 CEP110
chr9:123263054-123271069 GGTA1
chr9:123451316-123451617 DAB2IP
chr9:123536196-123536540 DAB2IP
chr9:125656791-125657500 DENND1A
chr9:125715770-125721788 DENND1A
chr9:126370547-126371176 NR6A1
chr9:126736115-126738433 GOLGA1
chr9:127283387-127283451 MAPKAP1
chr9:129072967-129074814 GARNL3
chr9:129072980-129074636 GARNL3
chr9:129763862-129763953 FAM102A
chr9:130451538-130454280 WDR34
chr9:130596608-130597592 TBC1D13
chr9:130734720-130734852 PHYHD1
chr9:130740778-130741980 PHYHD1
chr9:131413685-131414621 C9orf32
chr9:131413685-131414621 C9orf50
chr9:132741961-132743041 ABL1
chr9:133127179-133128191 FAM78A
chr9:135117626-135123447 ABO
chr9:135403923-135404246 ADAMTSL2
chr9:138099912-138102958 BTBD14A
chr9:138417572-138417713 SDCCAG3
chr9:138547346-138547616 NOTCH1
chr9:139893432-139897015 CACNA1B
chr9:139903204-139905101 CACNA1B
chr9:140095736-140101839 CACNA1B
chr9:140099612-140101330 CACNA1B
chr9:14205129-14205469 NFIB
chr9:14676699-14678587 ZDHHC21
chr9:14840335-14840433 FREM1
chr9:15592581-15592666 C9orf93
chr9:15805307-15811940 C9orf93
chr9:16453287-16453593 BNC2
chr9:16654853-16654970 BNC2
chr9:16837394-16837518 BNC2
chr9:17267058-17267288 C9orf39
chr9:17391464-17396983 C9orf39
chr9:18498892-18499229 ADAMTSL1
chr9:18932026-18932107 C9orf138
chr9:19008563-19011968 C9orf138
chr9:19363903-19364398 DENND4C
chr9:19553683-19553846 SLC24A2
chr9:19661769-19663474 SLC24A2
chr9:2137673-2141522 SMARCA2
chr9:21908055-21908371 MTAP
chr9:27410862-27410921 MOBKL2B
chr9:28037395-28041239 LINGO2
chr9:28067560-28069206 LINGO2
chr9:310207-312464 DOCK8
chr9:35354130-35354311 UNC13B
chr9:37305791-37305868 ZCCHC7
chr9:39086068-39086292 CNTNAP3
chr9:4065065-4065150 GLIS3
chr9:432598-432878 DOCK8
chr9:43514962-43633735 FAM75A6
chr9:4491100-4493946 SLC1A1
chr9:498545-498825 ANKRD15
chr9:504142-517931 ANKRD15
chr9:537424-537799 ANKRD15
chr9:5631633-5632810 KIAA1432
chr9:580596-598665 ANKRD15
chr9:596289-596620 ANKRD15
chr9:632169-638239 ANKRD15
chr9:6878774-6879087 JMJD2C
chr9:697470-698210 ANKRD15
chr9:6989378-6989684 JMJD2C
chr9:70855144-70855377 FXN
chr9:70861510-70861718 FXN
chr9:71951587-71953862 MAMDC2
chr9:72653418-72653733 TRPM3
chr9:72690906-72704485 TRPM3
chr9:72947486-72947541 TRPM3
chr9:73182153-73187602 TRPM3
chr9:77901974-77902191 PCSK5
chr9:77926547-77926858 PCSK5
chr9:78109267-78111793 PCSK5
chr9:84854255-84860327 RASEF
chr9:84862897-84863216 RASEF
chr9:85212573-85212625 FRMD3
chr9:8630848-8631662 PTPRD
chr9:86535177-86535491 NTRK2
chr9:86542429-86543141 NTRK2
chr9:8838770-8839002 PTPRD
chr9:8893742-8893892 PTPRD
chr9:90245349-90247166 SPIN1
chr9:97305837-97306191 PTCH1
chr9:98288638-98289405 HABP4
chr9:98337812-98337898 CDC14C
chr9:99962892-99962950 CORO2A
